Motivo;Modulo;Target_id;relacao_conserv_dmel;status;Gene_Symbol
M3;ME1W;725569;nao;Predited_only;Efr
C2-M3;ME1W;725572;nao;TFBS_identificado;RNASEK
C2-M3;ME1W;725633;sim;TFBS_identificado;l(2)37Cg
C2-M3;ME1W;725641;nao;TFBS_identificado;725641
M5;ME1W;725641;nao;Predited_only;725641
C2-M3;ME1W;725653;nao;TFBS_identificado;Gs1l
C2-M3;ME1W;725659;sim;TFBS_identificado;mRpL35
C2-M3;ME1W;725688;sim;TFBS_identificado;725688
C2-M3;ME1W;725705;sim;TFBS_identificado;725705
C2-M3;ME1W;725710;nao;TFBS_identificado;725710
M4;ME1W;725710;nao;Predited_only;725710
C2-M3;ME1W;725743;sim;TFBS_identificado;Srp9
C2-M3;ME1W;725746;sim;TFBS_identificado;725746
M1;ME1W;725746;nao;Predited_only;725746
C1-M5;M4W;725749;nao;TFBS_identificado;725749
C2-M3;ME1W;725784;nao;TFBS_identificado;725784
C2-M3;ME1W;725797;sim;TFBS_identificado;ND-B12
C2-M5;ME3W;725829;nao;TFBS_identificado;725829
M10;ME3W;725829;nao;Predited_only;725829
M6;ME3W;725829;nao;Predited_only;725829
M8;ME3W;725829;nao;Predited_only;725829
M9;ME3W;725829;nao;Predited_only;725829
C2-M3;ME1W;725835;sim;TFBS_identificado;PolE4
C2-M3;ME1W;725880;nao;TFBS_identificado;SmF
M5;ME1W;725880;nao;Predited_only;SmF
C2-M3;ME1W;725881;nao;TFBS_identificado;ND-B14.5B
C2-M3;ME1W;725883;sim;TFBS_identificado;Ggamma1
C2-M3;ME1W;725914;nao;TFBS_identificado;725914
C2-M3;ME1W;725926;nao;TFBS_identificado;725926
C2-M3;ME1W;725936;sim;TFBS_identificado;Strn-Mlck
C2-M3;ME1W;725947;sim;TFBS_identificado;725947
M1;ME1W;725947;nao;Predited_only;725947
C2-M3;ME1W;725961;sim;TFBS_identificado;Ccdc58
C2-M3;ME1W;725973;nao;TFBS_identificado;725973
C2-M3;ME1W;725977;sim;TFBS_identificado;Sys1
C2-M3;ME1W;725980;sim;TFBS_identificado;725980
C1-M5;M4W;726002;nao;TFBS_identificado;hop
C2-M3;ME1W;726009;sim;TFBS_identificado;MCTS1
M1;ME1W;726009;nao;Predited_only;MCTS1
C2-M3;ME1W;726013;sim;TFBS_identificado;RpS20
C2-M3;ME1W;726042;sim;TFBS_identificado;levy
C2-M3;ME1W;726056;sim;TFBS_identificado;RpL21
C2-M3;ME1W;726061;sim;TFBS_identificado;Tim10
C2-M5;ME3W;726065;nao;TFBS_identificado;726065
M6;ME3W;726065;nao;Predited_only;726065
M7;ME3W;726065;nao;Predited_only;726065
C2-M3;ME1W;726117;sim;TFBS_identificado;Tpi
C2-M3;ME1W;726118;sim;TFBS_identificado;roh
C2-M3;ME1W;726120;sim;TFBS_identificado;ATPsynCF6
C1-M5;M4W;726137;nao;TFBS_identificado;msl-3
C2-M3;ME1W;726145;sim;TFBS_identificado;Ubc4
M3;ME1W;726145;nao;Predited_only;Ubc4
C2-M3;ME1W;726146;nao;TFBS_identificado;Ndufb2
C2-M3;ME1W;726151;nao;TFBS_identificado;mRpL49
C2-M3;ME1W;726184;nao;TFBS_identificado;726184
C2-M3;ME1W;726196;nao;TFBS_identificado;Ufm1
C2-M3;ME1W;726220;sim;TFBS_identificado;726220
C2-M3;ME1W;726221;sim;TFBS_identificado;726221
M1;ME1W;726221;nao;Predited_only;726221
M3;ME1W;726221;nao;Predited_only;726221
C2-M3;ME1W;726222;nao;TFBS_identificado;ATPsynG
M5;ME1W;726247;nao;Predited_only;vg
C2-M3;ME1W;726259;nao;TFBS_identificado;l(3)neo43
C2-M5;ME3W;726262;nao;TFBS_identificado;Adcy8
M12;ME3W;726262;nao;Predited_only;Adcy8
M13;ME3W;726262;nao;Predited_only;Adcy8
M6;ME3W;726262;nao;Predited_only;Adcy8
M8;ME3W;726262;nao;Predited_only;Adcy8
M9;ME3W;726262;nao;Predited_only;Adcy8
C2-M3;ME1W;726264;nao;TFBS_identificado;Mtch
C2-M3;ME1W;726270;sim;TFBS_identificado;RpS19a
C2-M3;ME1W;726277;nao;TFBS_identificado;726277
C2-M3;ME1W;726295;sim;TFBS_identificado;RpS27
C2-M3;ME1W;726297;nao;TFBS_identificado;COX7C
C2-M3;ME1W;726316;nao;TFBS_identificado;UQCR-11
M5;ME1W;726322;nao;Predited_only;726322
C2-M3;ME1W;726350;nao;TFBS_identificado;ath
M4;ME1W;726361;nao;Predited_only;Ufsp1
C2-M3;ME1W;726418;nao;TFBS_identificado;726418
C2-M3;ME1W;726439;sim;TFBS_identificado;RpS16
C2-M3;ME1W;726441;nao;TFBS_identificado;726441
C2-M3;ME1W;726447;nao;TFBS_identificado;His2B:CG17949
C2-M3;ME1W;726480;nao;TFBS_identificado;mRpL54
C2-M3;ME1W;726498;nao;TFBS_identificado;Tim8
M3;ME1W;726542;nao;Predited_only;726542
C2-M4;ME3W;726544;nao;TFBS_identificado;726544
C2-M5;ME3W;726544;nao;TFBS_identificado;726544
C2-M7;ME3W;726544;nao;TFBS_identificado;726544
M10;ME3W;726544;nao;Predited_only;726544
M12;ME3W;726544;nao;Predited_only;726544
M13;ME3W;726544;nao;Predited_only;726544
M6;ME3W;726544;nao;Predited_only;726544
M7;ME3W;726544;nao;Predited_only;726544
M8;ME3W;726544;nao;Predited_only;726544
M9;ME3W;726544;nao;Predited_only;726544
C2-M3;ME1W;726625;nao;TFBS_identificado;726625
C2-M3;ME1W;726653;nao;TFBS_identificado;726653
C2-M3;ME1W;726721;sim;TFBS_identificado;Sec61gamma
C2-M3;ME1W;726747;sim;TFBS_identificado;UQCR-Q
C2-M3;ME1W;726777;nao;TFBS_identificado;UQCR-6.4
C2-M3;ME1W;726779;nao;TFBS_identificado;mRpL33
C2-M3;ME1W;726784;nao;TFBS_identificado;726784
C2-M3;ME1W;726786;nao;TFBS_identificado;726786
C2-M4;ME3W;726790;nao;TFBS_identificado;726790
C2-M5;ME3W;726790;nao;TFBS_identificado;726790
C2-M7;ME3W;726790;nao;TFBS_identificado;726790
M10;ME3W;726790;nao;Predited_only;726790
M11;ME3W;726790;nao;Predited_only;726790
M6;ME3W;726790;nao;Predited_only;726790
M7;ME3W;726790;nao;Predited_only;726790
M8;ME3W;726790;nao;Predited_only;726790
M5;ME1W;726793;nao;Predited_only;726793
C1-M5;M4W;726817;nao;TFBS_identificado;726817
M5;ME1W;726818;nao;Predited_only;726818
C2-M4;ME3W;726829;nao;TFBS_identificado;726829
C2-M5;ME3W;726829;nao;TFBS_identificado;726829
M11;ME3W;726829;nao;Predited_only;726829
M12;ME3W;726829;nao;Predited_only;726829
M6;ME3W;726829;nao;Predited_only;726829
M7;ME3W;726829;nao;Predited_only;726829
M9;ME3W;726829;nao;Predited_only;726829
C2-M3;ME1W;726840;sim;TFBS_identificado;Bet1
M4;ME1W;726840;nao;Predited_only;Bet1
C2-M3;ME1W;726860;nao;TFBS_identificado;726860
C2-M3;ME1W;726894;sim;TFBS_identificado;EMC5
C2-M3;ME1W;726900;sim;TFBS_identificado;726900
C2-M3;ME1W;726902;nao;TFBS_identificado;726902
C2-M4;ME3W;726914;nao;TFBS_identificado;726914
C2-M5;ME3W;726914;nao;TFBS_identificado;726914
C2-M7;ME3W;726914;nao;TFBS_identificado;726914
M10;ME3W;726914;nao;Predited_only;726914
M11;ME3W;726914;nao;Predited_only;726914
M12;ME3W;726914;nao;Predited_only;726914
M13;ME3W;726914;nao;Predited_only;726914
M6;ME3W;726914;nao;Predited_only;726914
M7;ME3W;726914;nao;Predited_only;726914
M8;ME3W;726914;nao;Predited_only;726914
M9;ME3W;726914;nao;Predited_only;726914
M2;ME1W;726950;nao;Predited_only;726950
C2-M3;ME1W;726958;nao;TFBS_identificado;726958
M14;ME6W;727000;nao;Predited_only;spri
C2-M3;ME1W;727026;sim;TFBS_identificado;Cox17
C2-M3;ME1W;727049;sim;TFBS_identificado;ND-B8
C2-M3;ME1W;727074;sim;TFBS_identificado;Spase22-23
M14;ME6W;727081;nao;Predited_only;qsm
C2-M3;ME1W;727110;nao;TFBS_identificado;727110
C2-M3;ME1W;727197;nao;TFBS_identificado;CPR2
C2-M3;ME1W;727199;nao;TFBS_identificado;ND-B17.2
C2-M3;ME1W;727262;sim;TFBS_identificado;Der-1
C2-M3;ME1W;727300;nao;TFBS_identificado;primo-2
C2-M3;ME1W;727306;sim;TFBS_identificado;727306
C2-M3;ME1W;727309;nao;TFBS_identificado;Grx1
C2-M3;ME1W;727327;nao;TFBS_identificado;Tom7
C1-M5;M4W;727396;nao;TFBS_identificado;PEK
C2-M3;ME1W;727471;sim;TFBS_identificado;Naxe
C2-M3;ME1W;727473;nao;TFBS_identificado;Srp19
C2-M3;ME1W;727483;nao;TFBS_identificado;sun
C2-M3;ME1W;727568;nao;TFBS_identificado;Dad1
C2-M3;ME1W;727599;sim;TFBS_identificado;ND-18
C2-M3;ME1W;751098;nao;TFBS_identificado;Glob1
M4;ME1W;751098;nao;Predited_only;Glob1
C2-M3;ME1W;100191002;sim;TFBS_identificado;RpL41
M2;ME1W;100191002;nao;Predited_only;RpL41
M3;ME1W;100191002;nao;Predited_only;RpL41
C2-M3;ME1W;100302106;nao;TFBS_identificado;100302106
C2-M3;ME1W;100359409;sim;TFBS_identificado;COX6B
C2-M3;ME1W;100359410;nao;TFBS_identificado;Cox6c
M5;ME1W;100359410;nao;Predited_only;Cox6c
M5;ME1W;100576118;nao;Predited_only;100576118
C2-M3;ME1W;100576270;nao;TFBS_identificado;UK114
C2-M5;ME3W;100576293;nao;TFBS_identificado;Kah
C2-M7;ME3W;100576293;nao;TFBS_identificado;Kah
M10;ME3W;100576293;nao;Predited_only;Kah
M13;ME3W;100576293;nao;Predited_only;Kah
M6;ME3W;100576293;nao;Predited_only;Kah
M7;ME3W;100576293;nao;Predited_only;Kah
M9;ME3W;100576293;nao;Predited_only;Kah
C2-M5;ME3W;100576349;nao;TFBS_identificado;100576349
C2-M3;ME1W;100576447;nao;TFBS_identificado;100576447
M5;ME1W;100576447;nao;Predited_only;100576447
C2-M3;ME1W;100576467;sim;TFBS_identificado;janA
C2-M3;ME1W;100576515;nao;TFBS_identificado;100576515
C2-M3;ME1W;100576563;nao;TFBS_identificado;100576563
C2-M3;ME1W;100576736;nao;TFBS_identificado;100576736
C2-M3;ME1W;100576746;nao;TFBS_identificado;100576746
M4;ME1W;100576746;nao;Predited_only;100576746
C2-M3;ME1W;100576759;nao;TFBS_identificado;100576759
M4;ME1W;100576759;nao;Predited_only;100576759
M14;ME6W;100576826;nao;Predited_only;Tmhs
C2-M3;ME1W;100576880;nao;TFBS_identificado;100576880
C2-M5;ME3W;100576948;nao;TFBS_identificado;Rgk3
M10;ME3W;100576948;nao;Predited_only;Rgk3
M11;ME3W;100576948;nao;Predited_only;Rgk3
M12;ME3W;100576948;nao;Predited_only;Rgk3
M6;ME3W;100576948;nao;Predited_only;Rgk3
M8;ME3W;100576948;nao;Predited_only;Rgk3
M9;ME3W;100576948;nao;Predited_only;Rgk3
C2-M3;ME1W;100576967;sim;TFBS_identificado;Bin1
C2-M3;ME1W;100577000;nao;TFBS_identificado;AIMP3
M5;ME1W;100577071;nao;Predited_only;100577071
C2-M3;ME1W;100577192;sim;TFBS_identificado;Hacd1
C2-M4;ME3W;100577213;nao;TFBS_identificado;100577213
C2-M7;ME3W;100577213;nao;TFBS_identificado;100577213
M10;ME3W;100577213;nao;Predited_only;100577213
M11;ME3W;100577213;nao;Predited_only;100577213
M6;ME3W;100577213;nao;Predited_only;100577213
M8;ME3W;100577213;nao;Predited_only;100577213
M9;ME3W;100577213;nao;Predited_only;100577213
C2-M3;ME1W;100577269;nao;TFBS_identificado;100577269
M3;ME1W;100577269;nao;Predited_only;100577269
C2-M3;ME1W;100577341;sim;TFBS_identificado;100577341
C2-M4;ME3W;100577670;nao;TFBS_identificado;100577670
C2-M5;ME3W;100577670;nao;TFBS_identificado;100577670
C2-M7;ME3W;100577670;nao;TFBS_identificado;100577670
M10;ME3W;100577670;nao;Predited_only;100577670
M11;ME3W;100577670;nao;Predited_only;100577670
M12;ME3W;100577670;nao;Predited_only;100577670
M13;ME3W;100577670;nao;Predited_only;100577670
M6;ME3W;100577670;nao;Predited_only;100577670
M7;ME3W;100577670;nao;Predited_only;100577670
M8;ME3W;100577670;nao;Predited_only;100577670
M9;ME3W;100577670;nao;Predited_only;100577670
M14;ME6W;100578072;nao;Predited_only;100578072
C2-M4;ME3W;100578165;nao;TFBS_identificado;100578165
C2-M5;ME3W;100578165;nao;TFBS_identificado;100578165
C2-M7;ME3W;100578165;nao;TFBS_identificado;100578165
M10;ME3W;100578165;nao;Predited_only;100578165
M11;ME3W;100578165;nao;Predited_only;100578165
M13;ME3W;100578165;nao;Predited_only;100578165
M7;ME3W;100578165;nao;Predited_only;100578165
C2-M3;ME1W;100578243;nao;TFBS_identificado;Prosalpha1
C2-M3;ME1W;100578311;nao;TFBS_identificado;Dak1
M8;ME3W;100578321;nao;Predited_only;100578321
C2-M3;ME1W;100578343;nao;TFBS_identificado;100578343
M8;ME3W;100578355;nao;Predited_only;100578355
C2-M5;ME3W;100578498;nao;TFBS_identificado;100578498
C2-M7;ME3W;100578498;nao;TFBS_identificado;100578498
M13;ME3W;100578498;nao;Predited_only;100578498
M6;ME3W;100578498;nao;Predited_only;100578498
M9;ME3W;100578498;nao;Predited_only;100578498
C1-M5;M4W;100578537;nao;TFBS_identificado;Uvrag
C2-M3;ME1W;100578551;sim;TFBS_identificado;mRpL34
C2-M3;ME1W;100578560;sim;TFBS_identificado;mRpS18C
M3;ME1W;100578560;nao;Predited_only;mRpS18C
M14;ME6W;100578579;nao;Predited_only;100578579
C2-M3;ME1W;100578659;nao;TFBS_identificado;100578659
M14;ME6W;100578665;nao;Predited_only;100578665
C2-M3;ME1W;100578684;nao;TFBS_identificado;100578684
C2-M4;ME3W;100578706;nao;TFBS_identificado;100578706
C2-M5;ME3W;100578706;nao;TFBS_identificado;100578706
C2-M7;ME3W;100578706;nao;TFBS_identificado;100578706
M10;ME3W;100578706;nao;Predited_only;100578706
M11;ME3W;100578706;nao;Predited_only;100578706
M13;ME3W;100578706;nao;Predited_only;100578706
C2-M3;ME1W;100578725;nao;TFBS_identificado;Lamtor5
C2-M4;ME3W;100578780;nao;TFBS_identificado;100578780
C2-M5;ME3W;100578780;nao;TFBS_identificado;100578780
C2-M7;ME3W;100578780;nao;TFBS_identificado;100578780
M10;ME3W;100578780;nao;Predited_only;100578780
M11;ME3W;100578780;nao;Predited_only;100578780
M13;ME3W;100578780;nao;Predited_only;100578780
M6;ME3W;100578780;nao;Predited_only;100578780
M7;ME3W;100578780;nao;Predited_only;100578780
M9;ME3W;100578780;nao;Predited_only;100578780
C2-M3;ME1W;100578782;sim;TFBS_identificado;ox
C2-M3;ME1W;100578816;nao;TFBS_identificado;100578816
C2-M3;ME1W;100578929;nao;TFBS_identificado;100578929
C2-M3;ME1W;100578943;sim;TFBS_identificado;kud
C2-M5;ME3W;100578955;nao;TFBS_identificado;100578955
C2-M7;ME3W;100578955;nao;TFBS_identificado;100578955
M10;ME3W;100578955;nao;Predited_only;100578955
M11;ME3W;100578955;nao;Predited_only;100578955
M6;ME3W;100578955;nao;Predited_only;100578955
M7;ME3W;100578955;nao;Predited_only;100578955
M8;ME3W;100578955;nao;Predited_only;100578955
M9;ME3W;100578955;nao;Predited_only;100578955
C2-M5;ME3W;100578990;nao;TFBS_identificado;100578990
C2-M7;ME3W;100578990;nao;TFBS_identificado;100578990
M10;ME3W;100578990;nao;Predited_only;100578990
M13;ME3W;100578990;nao;Predited_only;100578990
M6;ME3W;100578990;nao;Predited_only;100578990
M7;ME3W;100578990;nao;Predited_only;100578990
M9;ME3W;100578990;nao;Predited_only;100578990
C2-M4;ME3W;100820634;nao;TFBS_identificado;eag
C2-M5;ME3W;100820634;nao;TFBS_identificado;eag
C2-M7;ME3W;100820634;nao;TFBS_identificado;eag
M10;ME3W;100820634;nao;Predited_only;eag
M11;ME3W;100820634;nao;Predited_only;eag
M6;ME3W;100820634;nao;Predited_only;eag
M7;ME3W;100820634;nao;Predited_only;eag
M8;ME3W;100820634;nao;Predited_only;eag
M9;ME3W;100820634;nao;Predited_only;eag
C2-M3;ME1W;102653614;nao;TFBS_identificado;102653614
M5;ME1W;102653614;nao;Predited_only;102653614
C2-M3;ME1W;102653862;nao;TFBS_identificado;ND-B16.6
C2-M3;ME1W;102653960;nao;TFBS_identificado;102653960
C2-M3;ME1W;102654169;nao;TFBS_identificado;ND-ACP
C2-M4;ME3W;102654521;nao;TFBS_identificado;102654521
C2-M5;ME3W;102654521;nao;TFBS_identificado;102654521
C2-M7;ME3W;102654521;nao;TFBS_identificado;102654521
M10;ME3W;102654521;nao;Predited_only;102654521
M11;ME3W;102654521;nao;Predited_only;102654521
M13;ME3W;102654521;nao;Predited_only;102654521
M6;ME3W;102654521;nao;Predited_only;102654521
M7;ME3W;102654521;nao;Predited_only;102654521
M9;ME3W;102654521;nao;Predited_only;102654521
C2-M3;ME1W;102654610;nao;TFBS_identificado;Gip
M4;ME1W;102654638;nao;Predited_only;102654638
C2-M3;ME1W;102654691;sim;TFBS_identificado;eIF1
C2-M3;ME1W;102654832;nao;TFBS_identificado;102654832
C2-M3;ME1W;102654955;sim;TFBS_identificado;ATPsynB
C2-M3;ME1W;102655203;nao;TFBS_identificado;102655203
C2-M3;ME1W;102655217;sim;TFBS_identificado;e(y)2
C2-M3;ME1W;102655243;nao;TFBS_identificado;102655243
M4;ME1W;102655243;nao;Predited_only;102655243
C2-M3;ME1W;102655272;sim;TFBS_identificado;hoip
C2-M4;ME3W;102655354;nao;TFBS_identificado;102655354
C2-M5;ME3W;102655354;nao;TFBS_identificado;102655354
C2-M7;ME3W;102655354;nao;TFBS_identificado;102655354
M10;ME3W;102655354;nao;Predited_only;102655354
M11;ME3W;102655354;nao;Predited_only;102655354
M6;ME3W;102655354;nao;Predited_only;102655354
M7;ME3W;102655354;nao;Predited_only;102655354
M8;ME3W;102655354;nao;Predited_only;102655354
C2-M3;ME1W;102655440;nao;TFBS_identificado;NdufV3
M1;ME1W;102655440;nao;Predited_only;NdufV3
C2-M3;ME1W;102655477;nao;TFBS_identificado;102655477
C2-M3;ME1W;102655603;sim;TFBS_identificado;p24-1
M3;ME1W;102655603;nao;Predited_only;p24-1
C2-M3;ME1W;102655673;sim;TFBS_identificado;blp
C2-M4;ME3W;102655706;nao;TFBS_identificado;102655706
C2-M5;ME3W;102655706;nao;TFBS_identificado;102655706
C2-M7;ME3W;102655706;nao;TFBS_identificado;102655706
M10;ME3W;102655706;nao;Predited_only;102655706
M13;ME3W;102655706;nao;Predited_only;102655706
M6;ME3W;102655706;nao;Predited_only;102655706
M7;ME3W;102655706;nao;Predited_only;102655706
M8;ME3W;102655706;nao;Predited_only;102655706
M9;ME3W;102655706;nao;Predited_only;102655706
C2-M5;ME3W;102655865;nao;TFBS_identificado;102655865
M11;ME3W;102655865;nao;Predited_only;102655865
M12;ME3W;102655865;nao;Predited_only;102655865
M6;ME3W;102655865;nao;Predited_only;102655865
M8;ME3W;102655865;nao;Predited_only;102655865
M9;ME3W;102655865;nao;Predited_only;102655865
C2-M3;ME1W;102655896;sim;TFBS_identificado;Nlp
C2-M3;ME1W;102655904;sim;TFBS_identificado;Rpb8
C2-M3;ME1W;102655950;nao;TFBS_identificado;Pex2
M5;ME1W;102656008;nao;Predited_only;Hr83
C2-M3;ME1W;102656130;nao;TFBS_identificado;102656130
C1-M5;M4W;102656142;nao;TFBS_identificado;102656142
C2-M3;ME1W;102656183;sim;TFBS_identificado;HINT1
C2-M3;ME1W;102656196;nao;TFBS_identificado;102656196
C2-M3;ME1W;102656425;nao;TFBS_identificado;102656425
C2-M3;ME1W;102656442;nao;TFBS_identificado;Sf3b5
C1-M5;M4W;102656657;nao;TFBS_identificado;102656657
C2-M3;ME1W;102656685;sim;TFBS_identificado;mRpL42
C2-M3;ME1W;102656890;sim;TFBS_identificado;cl
C2-M4;ME3W;107964028;nao;TFBS_identificado;107964028
C2-M5;ME3W;107964028;nao;TFBS_identificado;107964028
C2-M7;ME3W;107964028;nao;TFBS_identificado;107964028
M10;ME3W;107964028;nao;Predited_only;107964028
M11;ME3W;107964028;nao;Predited_only;107964028
M12;ME3W;107964028;nao;Predited_only;107964028
M13;ME3W;107964028;nao;Predited_only;107964028
M6;ME3W;107964028;nao;Predited_only;107964028
M7;ME3W;107964028;nao;Predited_only;107964028
M9;ME3W;107964028;nao;Predited_only;107964028
C2-M3;ME1W;107964035;nao;TFBS_identificado;107964035
C2-M3;ME1W;107964104;nao;TFBS_identificado;107964104
C2-M3;ME1W;107964134;nao;TFBS_identificado;107964134
M14;ME6W;107964343;nao;Predited_only;107964343
C2-M3;ME1W;107964436;sim;TFBS_identificado;107964436
C2-M3;ME1W;107964997;nao;TFBS_identificado;107964997
C2-M3;ME1W;107965036;nao;TFBS_identificado;107965036
M4;ME1W;107965036;nao;Predited_only;107965036
C2-M5;ME3W;107965037;nao;TFBS_identificado;107965037
M10;ME3W;107965037;nao;Predited_only;107965037
M11;ME3W;107965037;nao;Predited_only;107965037
M6;ME3W;107965037;nao;Predited_only;107965037
M7;ME3W;107965037;nao;Predited_only;107965037
M8;ME3W;107965037;nao;Predited_only;107965037
M9;ME3W;107965037;nao;Predited_only;107965037
C2-M3;ME1W;107965038;nao;TFBS_identificado;ZnT35C
M4;ME1W;107965038;nao;Predited_only;ZnT35C
C2-M4;ME3W;107965486;nao;TFBS_identificado;107965486
C2-M5;ME3W;107965486;nao;TFBS_identificado;107965486
C2-M7;ME3W;107965486;nao;TFBS_identificado;107965486
M10;ME3W;107965486;nao;Predited_only;107965486
M11;ME3W;107965486;nao;Predited_only;107965486
M12;ME3W;107965486;nao;Predited_only;107965486
M13;ME3W;107965486;nao;Predited_only;107965486
M6;ME3W;107965486;nao;Predited_only;107965486
M7;ME3W;107965486;nao;Predited_only;107965486
M9;ME3W;107965486;nao;Predited_only;107965486
C2-M3;ME1W;107965674;sim;TFBS_identificado;mRpL55
M10;ME3W;113218526;nao;Predited_only;113218526
M11;ME3W;113218526;nao;Predited_only;113218526
M6;ME3W;113218526;nao;Predited_only;113218526
C2-M3;ME1W;113218566;sim;TFBS_identificado;KdelR
M1;ME1W;113218566;nao;Predited_only;KdelR
C2-M3;ME1W;113218576;sim;TFBS_identificado;113218576
M1;ME1W;113218576;nao;Predited_only;113218576
C2-M4;ME3W;113218605;nao;TFBS_identificado;sals
C2-M5;ME3W;113218605;nao;TFBS_identificado;sals
C2-M7;ME3W;113218605;nao;TFBS_identificado;sals
M11;ME3W;113218605;nao;Predited_only;sals
M12;ME3W;113218605;nao;Predited_only;sals
M6;ME3W;113218605;nao;Predited_only;sals
M7;ME3W;113218605;nao;Predited_only;sals
M8;ME3W;113218605;nao;Predited_only;sals
M9;ME3W;113218605;nao;Predited_only;sals
C2-M3;ME1W;113218623;sim;TFBS_identificado;113218623
M10;ME3W;113218626;nao;Predited_only;113218626
M6;ME3W;113218626;nao;Predited_only;113218626
M8;ME3W;113218626;nao;Predited_only;113218626
C2-M3;ME1W;113218630;nao;TFBS_identificado;113218630
C2-M3;ME1W;113218716;nao;TFBS_identificado;113218716
M14;ME6W;113218723;nao;Predited_only;Akap200
C2-M7;ME3W;113218777;nao;TFBS_identificado;113218777
M10;ME3W;113218777;nao;Predited_only;113218777
M11;ME3W;113218777;nao;Predited_only;113218777
M6;ME3W;113218777;nao;Predited_only;113218777
M8;ME3W;113218777;nao;Predited_only;113218777
M9;ME3W;113218777;nao;Predited_only;113218777
C2-M3;ME1W;113218840;sim;TFBS_identificado;113218840
C2-M3;ME1W;113218950;nao;TFBS_identificado;113218950
C2-M4;ME3W;113218954;nao;TFBS_identificado;113218954
C2-M7;ME3W;113218954;nao;TFBS_identificado;113218954
M10;ME3W;113218954;nao;Predited_only;113218954
M11;ME3W;113218954;nao;Predited_only;113218954
M13;ME3W;113218954;nao;Predited_only;113218954
M6;ME3W;113218954;nao;Predited_only;113218954
M7;ME3W;113218954;nao;Predited_only;113218954
M8;ME3W;113218954;nao;Predited_only;113218954
M9;ME3W;113218954;nao;Predited_only;113218954
C2-M3;ME1W;113218983;sim;TFBS_identificado;113218983
C2-M4;ME3W;113219057;nao;TFBS_identificado;113219057
C2-M5;ME3W;113219057;nao;TFBS_identificado;113219057
C2-M7;ME3W;113219057;nao;TFBS_identificado;113219057
M10;ME3W;113219057;nao;Predited_only;113219057
M12;ME3W;113219057;nao;Predited_only;113219057
M13;ME3W;113219057;nao;Predited_only;113219057
M6;ME3W;113219057;nao;Predited_only;113219057
M7;ME3W;113219057;nao;Predited_only;113219057
M8;ME3W;113219057;nao;Predited_only;113219057
M9;ME3W;113219057;nao;Predited_only;113219057
C2-M3;ME1W;113219111;sim;TFBS_identificado;ppl
C2-M4;ME3W;113219182;nao;TFBS_identificado;113219182
C2-M5;ME3W;113219182;nao;TFBS_identificado;113219182
M6;ME3W;113219182;nao;Predited_only;113219182
M8;ME3W;113219182;nao;Predited_only;113219182
M9;ME3W;113219182;nao;Predited_only;113219182
M10;ME3W;113219237;nao;Predited_only;113219237
M7;ME3W;113219237;nao;Predited_only;113219237
M9;ME3W;113219237;nao;Predited_only;113219237
M10;ME3W;113219398;nao;Predited_only;113219398
M11;ME3W;113219398;nao;Predited_only;113219398
C2-M3;ME1W;113219410;nao;TFBS_identificado;113219410
